[DOMAIN:标签] [CAT:物品/动物] mammal | 哺乳动物
[DOMAIN:标签] [CAT:物品/其他物品] water_gun | 水枪
[DOMAIN:标签] [CAT:物品/餐具] beer_mug | 啤酒杯
[DOMAIN:标签] [CAT:物品/食物] grapes | 葡萄
[DOMAIN:标签] [CAT:排除/兽化非人] snout | 动物口鼻部
[DOMAIN:标签] [CAT:物品/其他物品] poster_(object) | 海报（物品）
[DOMAIN:标签] [CAT:物品/其他物品] bone | 骨骼
[DOMAIN:标签] [CAT:物品/餐具] coffee_mug | 咖啡杯
[DOMAIN:标签] [CAT:物品/其他物品] kotatsu | 被炉
[DOMAIN:标签] [CAT:物品/数码设备] microphone_stand | 麦克风支架
[DOMAIN:标签] [CAT:物品/其他物品] heart-shaped_box | 心形盒子
[DOMAIN:标签] [CAT:物品/食物] orange_(fruit) | 橙子
[DOMAIN:标签] [CAT:物品/植物] rose_petals | 玫瑰花瓣
[DOMAIN:标签] [CAT:物品/武器] blood_on_weapon | 武器带血
[DOMAIN:标签] [CAT:物品/其他物品] paper_fan | 团扇
[DOMAIN:标签] [CAT:物品/成人玩具] anal_beads | 肛珠
[DOMAIN:标签] [CAT:物品/其他物品] bicycle | 自行车
[DOMAIN:标签] [CAT:物品/武器] revolver | 左轮手枪
[DOMAIN:标签] [CAT:物品/其他物品] mobile_suit | 机动战士
[DOMAIN:标签] [CAT:物品/其他物品] money | 金钱
[DOMAIN:标签] [CAT:物品/其他物品] footprint | 脚印
[DOMAIN:标签] [CAT:物品/其他物品] lightning_bolt_symbol | 闪电符号
[DOMAIN:标签] [CAT:物品/其他物品] pole | 杆状物
[DOMAIN:标签] [CAT:物品/数码设备] nintendo_switch | 任天堂Switch
[DOMAIN:标签] [CAT:物品/餐具] wine_bottle | 葡萄酒瓶
[DOMAIN:标签] [CAT:物品/其他物品] slime_(substance) | 粘液（物质）
[DOMAIN:标签] [CAT:物品/其他物品] radio_antenna | 无线电天线
[DOMAIN:标签] [CAT:物品/武器] machine_gun | 机枪
[DOMAIN:标签] [CAT:物品/其他物品] starfish | 海星
[DOMAIN:标签] [CAT:物品/动物] chick | 雏鸟
[DOMAIN:标签] [CAT:排除/媒体噪音] text_box | 文本框
[DOMAIN:标签] [CAT:物品/动物] crow | 乌鸦
[DOMAIN:标签] [CAT:物品/食物] spring_onion | 大葱
[DOMAIN:标签] [CAT:物品/其他物品] statue | 雕像
[DOMAIN:标签] [CAT:物品/其他物品] throne | 王座
[DOMAIN:标签] [CAT:物品/其他物品] ship | 舰船
[DOMAIN:标签] [CAT:物品/其他物品] locker | 储物柜
[DOMAIN:标签] [CAT:物品/武器] pistol | 手枪
[DOMAIN:标签] [CAT:物品/餐具] ladle | 长柄勺
[DOMAIN:标签] [CAT:物品/其他物品] armchair | 扶手椅
[DOMAIN:标签] [CAT:物品/其他物品] closed_umbrella | 收拢的伞
[DOMAIN:标签] [CAT:物品/植物] hydrangea | 绣球花
[DOMAIN:标签] [CAT:物品/食物] heart-shaped_chocolate | 心形巧克力
[DOMAIN:标签] [CAT:物品/其他物品] road_sign | 道路标志
[DOMAIN:标签] [CAT:物品/其他物品] stick | 手杖
[DOMAIN:标签] [CAT:物品/其他物品] boat | 小船
[DOMAIN:标签] [CAT:物品/武器] quiver | 箭筒
[DOMAIN:标签] [CAT:物品/其他物品] gears | 齿轮
[DOMAIN:标签] [CAT:物品/动物] crab | 螃蟹
[DOMAIN:标签] [CAT:物品/植物] purple_rose | 紫玫瑰
[DOMAIN:标签] [CAT:物品/植物] fungus | 真菌
[DOMAIN:标签] [CAT:物品/其他物品] stand_(jojo) | 替身（JoJo）
[DOMAIN:标签] [CAT:物品/其他物品] trading_card | 集换式卡牌
[DOMAIN:标签] [CAT:物品/其他物品] painting_(object) | 画作（物品）
[DOMAIN:标签] [CAT:排除/媒体噪音] album_cover | 专辑封面
[DOMAIN:标签] [CAT:物品/数码设备] computer_keyboard | 电脑键盘
[DOMAIN:标签] [CAT:物品/数码设备] viewfinder | 取景器
[DOMAIN:标签] [CAT:物品/其他物品] hose | 软管
[DOMAIN:标签] [CAT:物品/其他物品] snowman | 雪人
[DOMAIN:标签] [CAT:物品/武器] energy_sword | 能量剑
[DOMAIN:标签] [CAT:物品/其他物品] jar | 罐子
[DOMAIN:标签] [CAT:物品/成人玩具] condom_in_mouth | 口含避孕套
[DOMAIN:标签] [CAT:物品/植物] thorns | 荆棘
[DOMAIN:标签] [CAT:物品/其他物品] letter | 信件
[DOMAIN:标签] [CAT:物品/其他物品] soap_bubbles | 肥皂泡
[DOMAIN:标签] [CAT:物品/其他物品] office_chair | 办公椅
[DOMAIN:标签] [CAT:物品/其他物品] pocket_watch | 怀表
[DOMAIN:标签] [CAT:物品/数码设备] tablet_pc | 平板电脑
[DOMAIN:标签] [CAT:物品/其他物品] suction_cups | 吸盘
[DOMAIN:标签] [CAT:物品/其他物品] lock | 锁具
[DOMAIN:标签] [CAT:物品/其他物品] dakimakura | 抱枕
[DOMAIN:标签] [CAT:物品/其他物品] gourd | 葫芦
[DOMAIN:标签] [CAT:物品/其他物品] arm_rest | 扶手
[DOMAIN:标签] [CAT:物品/动物] bear | 熊
[DOMAIN:标签] [CAT:物品/成人玩具] buttplug_in_ass | 肛门肛塞
[DOMAIN:标签] [CAT:物品/其他物品] toilet | 马桶
[DOMAIN:标签] [CAT:物品/食物] macaron | 马卡龙
[DOMAIN:标签] [CAT:物品/植物] clover | 三叶草
[DOMAIN:标签] [CAT:物品/其他物品] super_crown | 超级王冠
[DOMAIN:标签] [CAT:物品/其他物品] pentagram | 五角星
[DOMAIN:标签] [CAT:物品/武器] bullet | 子弹
[DOMAIN:标签] [CAT:物品/动物] pawprint | 爪印
[DOMAIN:标签] [CAT:物品/食物] lemon | 柠檬
[DOMAIN:标签] [CAT:物品/其他物品] improvised_gag | 临时口塞
[DOMAIN:标签] [CAT:物品/武器] command_spell | 令咒
[DOMAIN:标签] [CAT:排除/兽化非人] beak | 鸟喙
[DOMAIN:标签] [CAT:物品/武器] trident | 三叉戟
[DOMAIN:标签] [CAT:物品/其他物品] tomoe_(symbol) | 巴纹（符号）
[DOMAIN:标签] [CAT:物品/食物] tomato | 番茄
[DOMAIN:标签] [CAT:物品/其他物品] spider_web | 蜘蛛网
[DOMAIN:标签] [CAT:物品/食物] mandarin_orange | 柑橘
[DOMAIN:标签] [CAT:物品/食物] milk | 牛奶
[DOMAIN:标签] [CAT:物品/其他物品] soul_gem | 灵魂宝石
[DOMAIN:标签] [CAT:物品/其他物品] test_tube | 试管
[DOMAIN:标签] [CAT:物品/其他物品] tissue_box | 纸巾盒
[DOMAIN:标签] [CAT:物品/植物] spider_lily | 彼岸花
[DOMAIN:标签] [CAT:物品/其他物品] dakimakura_design | 抱枕设计
[DOMAIN:标签] [CAT:物品/其他物品] envelope | 信封
[DOMAIN:标签] [CAT:物品/武器] shotgun | 霰弹枪
[DOMAIN:标签] [CAT:物品/数码设备] galaga | 大蜜蜂
[DOMAIN:标签] [CAT:物品/成人玩具] egg_vibrator | 跳蛋
[DOMAIN:标签] [CAT:物品/武器] glowing_weapon | 发光武器
[DOMAIN:标签] [CAT:物品/植物] vegetable | 蔬菜
[DOMAIN:标签] [CAT:物品/乐器] violin | 小提琴
[DOMAIN:标签] [CAT:物品/动物] tiger | 老虎
[DOMAIN:标签] [CAT:物品/动物] octopus | 章鱼
[DOMAIN:标签] [CAT:排除/性行为] cum_pool | 精液池
[DOMAIN:标签] [CAT:物品/其他物品] fishing_rod | 钓鱼竿
[DOMAIN:标签] [CAT:物品/食物] pizza | 披萨
[DOMAIN:标签] [CAT:物品/其他物品] paper_bag | 纸袋
[DOMAIN:标签] [CAT:物品/其他物品] snuff | 鼻烟
[DOMAIN:标签] [CAT:物品/武器] bolt_action | 栓动式
[DOMAIN:标签] [CAT:物品/动物] duck | 鸭子
[DOMAIN:标签] [CAT:物品/其他物品] spacecraft | 航天器
[DOMAIN:标签] [CAT:物品/乐器] drum | 鼓
[DOMAIN:标签] [CAT:物品/武器] scope | 瞄准镜
[DOMAIN:标签] [CAT:排除/兽化非人] non-humanoid_robot | 非人形机器人
[DOMAIN:标签] [CAT:物品/其他物品] cage | 笼子
[DOMAIN:标签] [CAT:物品/食物] chewing_gum | 口香糖
[DOMAIN:标签] [CAT:物品/武器] rapier | 刺剑
[DOMAIN:标签] [CAT:物品/学习用品] pen_(medium) | 钢笔（中号）
[DOMAIN:标签] [CAT:物品/成人玩具] butt_plug | 肛塞
[DOMAIN:标签] [CAT:物品/其他物品] rubber_duck | 橡皮鸭
[DOMAIN:标签] [CAT:物品/其他物品] frilled_pillow | 荷叶边枕头
[DOMAIN:标签] [CAT:物品/食物] sandwich | 三明治
[DOMAIN:标签] [CAT:物品/餐具] beer_can | 啤酒罐
[DOMAIN:标签] [CAT:物品/武器] kunai | 苦无
[DOMAIN:标签] [CAT:物品/动物] seagull | 海鸥
[DOMAIN:标签] [CAT:物品/其他物品] folded_fan | 折扇
[DOMAIN:标签] [CAT:物品/动物] sheep | 绵羊
[DOMAIN:标签] [CAT:物品/数码设备] remote_control | 遥控器
[DOMAIN:标签] [CAT:物品/植物] yellow_rose | 黄玫瑰
[DOMAIN:标签] [CAT:物品/武器] lance | 长矛
[DOMAIN:标签] [CAT:物品/食物] parfait | 芭菲
[DOMAIN:标签] [CAT:物品/其他物品] debris | 碎片
[DOMAIN:标签] [CAT:物品/动物] white_cat | 白猫
[DOMAIN:标签] [CAT:物品/食物] sushi | 寿司
[DOMAIN:标签] [CAT:物品/食物] candy_apple | 冰糖苹果
[DOMAIN:标签] [CAT:物品/动物] chicken | 鸡
[DOMAIN:标签] [CAT:物品/食物] banana | 香蕉
[DOMAIN:标签] [CAT:物品/数码设备] game_console | 游戏主机
[DOMAIN:标签] [CAT:物品/其他物品] glowstick | 荧光棒
[DOMAIN:标签] [CAT:物品/其他物品] wrench | 扳手
[DOMAIN:标签] [CAT:物品/其他物品] map | 地图
[DOMAIN:标签] [CAT:物品/数码设备] energy_gun | 能量枪
[DOMAIN:标签] [CAT:排除/媒体噪音] twitter_logo | 推特标志
[DOMAIN:标签] [CAT:物品/其他物品] kiseru | 烟管
[DOMAIN:标签] [CAT:物品/食物] pancake | 松饼
[DOMAIN:标签] [CAT:物品/其他物品] briefcase | 公文包
[DOMAIN:标签] [CAT:物品/食物] baozi | 包子
[DOMAIN:标签] [CAT:物品/食物] cream | 奶油
[DOMAIN:标签] [CAT:物品/食物] soda_can | 汽水罐
[DOMAIN:标签] [CAT:物品/成人玩具] animal_penis | 动物阴茎
[DOMAIN:标签] [CAT:物品/其他物品] lifebuoy | 救生圈
[DOMAIN:标签] [CAT:物品/动物] eevee | 伊布
[DOMAIN:标签] [CAT:排除/媒体噪音] banner | 横幅
[DOMAIN:标签] [CAT:物品/食物] cupcake | 纸杯蛋糕
[DOMAIN:标签] [CAT:物品/学习用品] calligraphy_brush | 毛笔
[DOMAIN:标签] [CAT:物品/数码设备] stylus | 触控笔
[DOMAIN:标签] [CAT:物品/餐具] frying_pan | 平底锅
[DOMAIN:标签] [CAT:物品/植物] lily_pad | 睡莲叶
[DOMAIN:标签] [CAT:物品/其他物品] trash_can | 垃圾桶
[DOMAIN:标签] [CAT:物品/武器] magazine_(weapon) | 弹匣（武器）
[DOMAIN:标签] [CAT:物品/其他物品] latin_cross | 拉丁十字
[DOMAIN:标签] [CAT:物品/其他物品] string_of_fate | 命运红线
[DOMAIN:标签] [CAT:物品/其他物品] mitsudomoe_(shape) | 三巴（纹样）
[DOMAIN:标签] [CAT:物品/其他物品] pocketpair | 口袋配对
[DOMAIN:标签] [CAT:物品/动物] pal_(species) | 帕尔（物种）
[DOMAIN:标签] [CAT:物品/其他物品] needle | 针
[DOMAIN:标签] [CAT:物品/其他物品] puyopuyo | 噗哟噗哟
[DOMAIN:标签] [CAT:物品/其他物品] megaphone | 扩音器
[DOMAIN:标签] [CAT:物品/成人玩具] wiffle_gag | 威孚球口塞
[DOMAIN:标签] [CAT:物品/成人玩具] toy | 玩具
[DOMAIN:标签] [CAT:物品/其他物品] uchiwa | 团扇
[DOMAIN:标签] [CAT:物品/动物] eastern_dragon | 东方龙
[DOMAIN:标签] [CAT:物品/食物] chips_(food) | 薯片（食品）
[DOMAIN:标签] [CAT:物品/数码设备] digital_media_player | 数字媒体播放器
[DOMAIN:标签] [CAT:物品/植物] flower_pot | 花盆
[DOMAIN:标签] [CAT:物品/乐器] flute | 长笛
[DOMAIN:标签] [CAT:物品/乐器] piano | 钢琴
[DOMAIN:标签] [CAT:物品/其他物品] spade_(shape) | 黑桃（形状）
[DOMAIN:标签] [CAT:物品/食物] cheese | 奶酪
[DOMAIN:标签] [CAT:物品/动物] bird_on_head | 头顶有鸟
[DOMAIN:标签] [CAT:物品/动物] owl | 猫头鹰
[DOMAIN:标签] [CAT:物品/食物] bubble_tea | 珍珠奶茶
[DOMAIN:标签] [CAT:物品/其他物品] stained_glass | 彩色玻璃
[DOMAIN:标签] [CAT:物品/餐具] sake_bottle | 酒瓶
[DOMAIN:标签] [CAT:物品/植物] lotus | 莲花
[DOMAIN:标签] [CAT:物品/乐器] bass_guitar | 贝斯吉他
[DOMAIN:标签] [CAT:物品/其他物品] shovel | 铲子
[DOMAIN:标签] [CAT:物品/其他物品] figure | 手办
[DOMAIN:标签] [CAT:物品/成人玩具] remote_control_vibrator | 遥控跳蛋
[DOMAIN:标签] [CAT:物品/其他物品] basketball_(object) | 篮球（物品）
[DOMAIN:标签] [CAT:物品/食物] french_fries | 薯条
[DOMAIN:标签] [CAT:物品/其他物品] riding_crop | 骑乘鞭
[DOMAIN:标签] [CAT:物品/数码设备] speaker | 扬声器
[DOMAIN:标签] [CAT:物品/动物] stuffed_cat | 布偶猫
[DOMAIN:标签] [CAT:物品/其他物品] newspaper | 报纸
[DOMAIN:标签] [CAT:物品/其他物品] puppet | 人偶
[DOMAIN:标签] [CAT:物品/数码设备] electric_fan | 电风扇
[DOMAIN:标签] [CAT:物品/其他物品] plastic_bag | 塑料袋
[DOMAIN:标签] [CAT:物品/武器] grenade | 手榴弹
[DOMAIN:标签] [CAT:物品/动物] grizzly_bear | 灰熊
[DOMAIN:标签] [CAT:物品/数码设备] binoculars | 双筒望远镜
[DOMAIN:标签] [CAT:排除/媒体噪音] magazine_cover | 杂志封面
[DOMAIN:标签] [CAT:物品/食物] ramen | 拉面
[DOMAIN:标签] [CAT:物品/其他物品] pill | 药片
[DOMAIN:标签] [CAT:物品/其他物品] shikishi | 色纸
[DOMAIN:标签] [CAT:物品/乐器] treble_clef | 高音谱号
[DOMAIN:标签] [CAT:物品/其他物品] cosmetics | 化妆品
[DOMAIN:标签] [CAT:物品/植物] four-leaf_clover | 四叶草
[DOMAIN:标签] [CAT:物品/动物] goldfish | 金鱼
[DOMAIN:标签] [CAT:物品/其他物品] dice | 骰子
[DOMAIN:标签] [CAT:物品/数码设备] earbuds | 入耳式耳机
[DOMAIN:标签] [CAT:物品/食物] pudding | 布丁
[DOMAIN:标签] [CAT:物品/其他物品] portal | 传送门
[DOMAIN:标签] [CAT:物品/武器] chainsaw | 链锯
[DOMAIN:标签] [CAT:物品/食物] mochi | 麻糬
[DOMAIN:标签] [CAT:物品/其他物品] flask | 烧瓶
[DOMAIN:标签] [CAT:物品/其他物品] unworn_helmet | 未戴头盔
[DOMAIN:标签] [CAT:物品/其他物品] broken_glass | 碎玻璃
[DOMAIN:标签] [CAT:物品/其他物品] stethoscope | 听诊器
[DOMAIN:标签] [CAT:物品/其他物品] sticker | 贴纸
[DOMAIN:标签] [CAT:物品/其他物品] red_umbrella | 红伞
[DOMAIN:标签] [CAT:物品/其他物品] pink_bag | 粉色包
[DOMAIN:标签] [CAT:物品/食物] birthday_cake | 生日蛋糕
[DOMAIN:标签] [CAT:物品/武器] bullpup | 无托式步枪
[DOMAIN:标签] [CAT:物品/其他物品] paint | 颜料
[DOMAIN:标签] [CAT:物品/其他物品] aerial_fireworks | 高空烟花
[DOMAIN:标签] [CAT:物品/其他物品] tally | 计数标记
[DOMAIN:标签] [CAT:物品/食物] omelet | 煎蛋卷
[DOMAIN:标签] [CAT:物品/其他物品] ice_cube | 冰块
[DOMAIN:标签] [CAT:物品/其他物品] seashell | 海贝
[DOMAIN:标签] [CAT:物品/食物] candy_cane | 糖果手杖
[DOMAIN:标签] [CAT:物品/植物] flower_(symbol) | 花朵（象征）
[DOMAIN:标签] [CAT:物品/其他物品] japari_symbol | 加帕利符号
[DOMAIN:标签] [CAT:物品/餐具] disposable_coffee_cup | 一次性咖啡杯
[DOMAIN:标签] [CAT:物品/其他物品] lotion | 乳液
[DOMAIN:标签] [CAT:物品/其他物品] cigar | 雪茄
[DOMAIN:标签] [CAT:物品/武器] excalibur_(fate/stay_night) | 誓约胜利之剑（命运之夜）
[DOMAIN:标签] [CAT:物品/武器] horn_bow | 角弓
[DOMAIN:标签] [CAT:物品/植物] plum_blossoms | 梅花
[DOMAIN:标签] [CAT:物品/乐器] drumsticks | 鼓槌
[DOMAIN:标签] [CAT:物品/武器] shell_casing | 弹壳
[DOMAIN:标签] [CAT:物品/其他物品] metal | 金属
[DOMAIN:标签] [CAT:物品/其他物品] ladder | 梯子
[DOMAIN:标签] [CAT:物品/其他物品] sink | 水槽
[DOMAIN:标签] [CAT:物品/其他物品] heart-shaped_pillow | 心形抱枕
[DOMAIN:标签] [CAT:物品/动物] clothed_animal | 穿衣动物
[DOMAIN:标签] [CAT:物品/动物] shark | 鲨鱼
[DOMAIN:标签] [CAT:物品/其他物品] carpet | 地毯
[DOMAIN:标签] [CAT:物品/餐具] toothbrush | 牙刷
[DOMAIN:标签] [CAT:物品/数码设备] computer_mouse | 电脑鼠标
[DOMAIN:标签] [CAT:物品/动物] jellyfish | 水母
[DOMAIN:标签] [CAT:物品/其他物品] small_balls | 小型球体
[DOMAIN:标签] [CAT:物品/武器] club_(weapon) | 棍棒（武器）
[DOMAIN:标签] [CAT:物品/其他物品] string_of_flags | 旗帜串
[DOMAIN:标签] [CAT:物品/其他物品] chain_leash | 链条牵绳
[DOMAIN:标签] [CAT:物品/成人玩具] condom_on_penis | 阴茎戴套
[DOMAIN:标签] [CAT:物品/其他物品] shower_head | 花洒头
[DOMAIN:标签] [CAT:物品/其他物品] purple_umbrella | 紫色伞
[DOMAIN:标签] [CAT:物品/其他物品] skull_and_crossbones | 骷髅头与交叉骨
[DOMAIN:标签] [CAT:物品/成人玩具] vibrator_under_clothes | 衣物下的震动棒
[DOMAIN:标签] [CAT:物品/其他物品] candlestand | 烛台
[DOMAIN:标签] [CAT:物品/植物] trefoil | 三叶草
[DOMAIN:标签] [CAT:物品/其他物品] purple_gemstone | 紫色宝石
[DOMAIN:标签] [CAT:物品/食物] bento | 便当
[DOMAIN:标签] [CAT:物品/其他物品] beach_ball | 沙滩球
[DOMAIN:标签] [CAT:物品/武器] rod_of_remorse | 悔恨之杖
[DOMAIN:标签] [CAT:物品/其他物品] drawing_(object) | 绘画（物体）
[DOMAIN:标签] [CAT:物品/食物] bread_slice | 面包片
[DOMAIN:标签] [CAT:物品/其他物品] talisman | 符咒
[DOMAIN:标签] [CAT:物品/餐具] yunomi | 日式茶杯
[DOMAIN:标签] [CAT:物品/其他物品] beach_towel | 沙滩毛巾
[DOMAIN:标签] [CAT:物品/武器] gae_bolg_(fate) | 迦耶伯格（命运系列）
[DOMAIN:标签] [CAT:物品/植物] daisy | 雏菊
[DOMAIN:标签] [CAT:物品/其他物品] tombstone | 墓碑
[DOMAIN:标签] [CAT:物品/学习用品] quill | 羽毛笔
[DOMAIN:标签] [CAT:物品/食物] shaved_ice | 刨冰
[DOMAIN:标签] [CAT:物品/其他物品] turtle_shell | 龟甲
[DOMAIN:标签] [CAT:物品/动物] panda | 熊猫
[DOMAIN:标签] [CAT:物品/其他物品] duffel_bag | 旅行袋
[DOMAIN:标签] [CAT:物品/其他物品] clothes_hanger | 衣架
[DOMAIN:标签] [CAT:物品/植物] black_rose | 黑玫瑰
[DOMAIN:标签] [CAT:物品/食物] dessert | 甜点
[DOMAIN:标签] [CAT:物品/其他物品] crossed_bandaids | 交叉创可贴
[DOMAIN:标签] [CAT:物品/食物] lemon_slice | 柠檬片
[DOMAIN:标签] [CAT:物品/其他物品] soccer_ball | 足球
[DOMAIN:标签] [CAT:物品/其他物品] light_bulb | 灯泡
[DOMAIN:标签] [CAT:物品/成人玩具] wand_vibrator | 棒状按摩器
[DOMAIN:标签] [CAT:物品/其他物品] paddle | 船桨
[DOMAIN:标签] [CAT:物品/动物] slime_(creature) | 史莱姆（生物）
[DOMAIN:标签] [CAT:物品/食物] swirl_lollipop | 漩涡棒棒糖
[DOMAIN:标签] [CAT:物品/其他物品] roman_numeral | 罗马数字
[DOMAIN:标签] [CAT:物品/食物] sweets | 甜食
[DOMAIN:标签] [CAT:物品/其他物品] safety_pin | 安全别针
[DOMAIN:标签] [CAT:物品/餐具] spatula | 铲子
[DOMAIN:标签] [CAT:物品/动物] pig | 猪
[DOMAIN:标签] [CAT:物品/食物] shrimp | 虾
[DOMAIN:标签] [CAT:物品/其他物品] emoji | 绘文字
[DOMAIN:标签] [CAT:物品/乐器] instrument_case | 乐器盒
[DOMAIN:标签] [CAT:物品/餐具] cocktail_glass | 鸡尾酒杯
[DOMAIN:标签] [CAT:物品/其他物品] keyhole | 锁孔
[DOMAIN:标签] [CAT:物品/其他物品] mallet | 木槌
[DOMAIN:标签] [CAT:物品/动物] dove | 鸽子
[DOMAIN:标签] [CAT:物品/数码设备] user_interface | 用户界面
[DOMAIN:标签] [CAT:物品/其他物品] rug | 地毯
[DOMAIN:标签] [CAT:物品/其他物品] padlock | 挂锁
[DOMAIN:标签] [CAT:物品/其他物品] transparent_umbrella | 透明雨伞
[DOMAIN:标签] [CAT:物品/其他物品] wire | 金属线
[DOMAIN:标签] [CAT:物品/动物] oversized_animal | 巨型动物
[DOMAIN:标签] [CAT:物品/餐具] milk_bottle | 奶瓶
[DOMAIN:标签] [CAT:物品/其他物品] calendar_(object) | 日历（物品）
[DOMAIN:标签] [CAT:物品/其他物品] skewer | 串签
[DOMAIN:标签] [CAT:物品/食物] strawberry_shortcake | 草莓松饼
[DOMAIN:标签] [CAT:物品/餐具] rice_bowl | 饭碗
[DOMAIN:标签] [CAT:物品/学习用品] magazine_(object) | 杂志（物品）
[DOMAIN:标签] [CAT:物品/乐器] plectrum | 拨片
[DOMAIN:标签] [CAT:物品/其他物品] mop | 拖把
[DOMAIN:标签] [CAT:物品/食物] pastry | 酥皮糕点
[DOMAIN:标签] [CAT:物品/餐具] champagne_flute | 香槟杯
[DOMAIN:标签] [CAT:物品/食物] egg_(food) | 鸡蛋（食物）
[DOMAIN:标签] [CAT:物品/其他物品] stripper_pole | 钢管舞杆
[DOMAIN:标签] [CAT:物品/餐具] tokkuri | 德利酒壶
[DOMAIN:标签] [CAT:物品/其他物品] star_sapphire | 星光蓝宝石
[DOMAIN:标签] [CAT:物品/乐器] quarter_note | 四分音符
[DOMAIN:标签] [CAT:物品/数码设备] synthesizer_v | Synthesizer V
[DOMAIN:标签] [CAT:物品/成人玩具] inflatable_toy | 充气玩具
[DOMAIN:标签] [CAT:物品/食物] whipped_cream | 搅打奶油
[DOMAIN:标签] [CAT:物品/其他物品] volleyball | 排球
[DOMAIN:标签] [CAT:物品/其他物品] liquid | 液体
[DOMAIN:标签] [CAT:物品/食物] mcdonald's | 麦当劳
